Platform,Date,Country,Spenders,Conversions (1st spends),IAP revenue,Ad views,Sessions,Downloads,DAU,ARPDAU ,ARPPU,Daily Conversion Rate,1st Spends Conversion Rate
iOS,21/07/2022,PH,4,1,22,5462,9163,246,2004,0.01,5.50,0.20%,25.00%
Android,21/07/2022,BE,9,4,31,4194,4376,524,1558,0.02,3.44,0.58%,44.44%
Android,21/07/2022,US,528,276,2740,157190,160807,11659,49792,0.06,5.19,1.06%,52.27%
Android,21/07/2022,ES,20,13,60,27227,30972,2777,10634,0.01,3.00,0.19%,65.00%
iOS,21/07/2022,MX,18,12,174,9143,14071,984,3666,0.05,9.67,0.49%,66.67%
iOS,21/07/2022,DO,2,2,14,660,991,46,234,0.06,7.00,0.85%,100.00%
Android,21/07/2022,MA,0,0,0,1369,4582,1164,1650,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NI,1,1,6,614,1763,215,443,0.01,6.00,0.23%,100.00%
iOS,21/07/2022,JM,0,0,0,84,203,8,65,0.00,0.00,0.00%,0.00%
Android,21/07/2022,RO,8,6,50,22234,26958,3563,10063,0.00,6.25,0.08%,75.00%
iOS,21/07/2022,IE,7,4,56,2717,3409,143,896,0.06,8.00,0.78%,57.14%
Android,21/07/2022,IL,7,4,20,3083,4266,524,1597,0.01,2.86,0.44%,57.14%
iOS,21/07/2022,CZ,3,2,7,2237,2491,89,575,0.01,2.33,0.52%,66.67%
Android,21/07/2022,IE,6,4,24,1288,1888,130,599,0.04,4.00,1.00%,66.67%
iOS,21/07/2022,SG,10,5,129,2227,2838,61,784,0.16,12.90,1.28%,50.00%
iOS,21/07/2022,EG,1,0,2,1464,2900,150,642,0.00,2.00,0.16%,0.00%
Android,21/07/2022,UZ,0,0,0,421,752,154,224,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CO,0,0,0,11467,22079,3151,6875,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,HK,19,9,284,4823,4639,137,1451,0.20,14.95,1.31%,47.37%
Android,21/07/2022,LB,0,0,0,776,1849,361,536,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AR,1,0,2,22385,32497,4016,9924,0.00,2.00,0.01%,0.00%
Android,21/07/2022,TW,11,6,30,6750,5234,413,1895,0.02,2.73,0.58%,54.55%
Android,21/07/2022,ZA,2,2,5,2294,3910,247,1026,0.00,2.50,0.19%,100.00%
Android,21/07/2022,SV,0,0,0,571,1542,192,460,0.00,0.00,0.00%,0.00%
Android,21/07/2022,QA,0,0,0,146,294,118,145,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SA,0,0,0,2363,3556,1709,1234,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,CY,2,2,68,377,547,10,157,0.43,34.00,1.27%,100.00%
iOS,21/07/2022,NO,12,11,38,2640,3737,170,1028,0.04,3.17,1.17%,91.67%
Android,21/07/2022,KG,0,0,0,433,913,185,328,0.00,0.00,0.00%,0.00%
Android,21/07/2022,TM,0,0,0,0,271,79,89,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BD,0,0,0,406,574,0,112,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SY,0,0,0,0,265,0,65,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,UA,6,4,14,3712,5539,170,1234,0.01,2.33,0.49%,66.67%
iOS,21/07/2022,KW,2,1,8,1088,1805,106,581,0.01,4.00,0.34%,50.00%
iOS,21/07/2022,DE,83,42,465,14605,17449,683,4877,0.10,5.60,1.70%,50.60%
iOS,21/07/2022,SE,13,5,65,7206,8628,280,2354,0.03,5.00,0.55%,38.46%
Android,21/07/2022,ID,17,15,54,21104,34958,3505,11165,0.00,3.18,0.15%,88.24%
iOS,21/07/2022,GB,244,152,913,40165,54326,2513,16169,0.06,3.74,1.51%,62.30%
iOS,21/07/2022,LB,2,1,44,756,1225,59,337,0.13,22.00,0.59%,50.00%
Android,21/07/2022,NZ,5,4,311,3172,2936,214,852,0.37,62.20,0.59%,80.00%
iOS,21/07/2022,CR,1,0,120,344,866,29,124,0.97,120.00,0.81%,0.00%
iOS,21/07/2022,LA,0,0,0,312,402,6,102,0.00,0.00,0.00%,0.00%
Android,21/07/2022,JP,88,42,292,24163,14891,359,5669,0.05,3.32,1.55%,47.73%
Android,21/07/2022,GP,0,0,0,26,128,10,34,0.00,0.00,0.00%,0.00%
Android,21/07/2022,KE,0,0,0,100,257,34,78,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NL,15,11,55,4613,5185,527,1942,0.03,3.67,0.77%,73.33%
iOS,21/07/2022,ME,0,0,0,274,432,0,83,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SA,5,3,88,3802,5670,872,1721,0.05,17.60,0.29%,60.00%
iOS,21/07/2022,RO,6,3,18,3996,3919,380,1066,0.02,3.00,0.56%,50.00%
iOS,21/07/2022,UY,0,0,0,223,248,17,70,0.00,0.00,0.00%,0.00%
Android,21/07/2022,TT,0,0,0,744,1366,122,424,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GP,0,0,0,115,115,0,43,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,YE,0,0,0,0,25,4,6,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,IQ,1,0,2,862,2108,0,475,0.00,2.00,0.21%,0.00%
iOS,21/07/2022,MY,13,11,35,4091,4998,114,1366,0.03,2.69,0.95%,84.62%
Android,21/07/2022,IR,0,0,0,6,772,92,257,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,HR,4,1,37,842,1274,30,346,0.11,9.25,1.16%,25.00%
Android,21/07/2022,RE,0,0,0,110,306,6,70,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GU,2,0,8,264,370,0,82,0.10,4.00,2.44%,0.00%
iOS,21/07/2022,CL,3,0,17,1399,1600,168,508,0.03,5.67,0.59%,0.00%
Android,21/07/2022,CM,0,0,0,42,138,8,19,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MN,0,0,0,31,136,5,24,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MN,0,0,0,400,727,20,122,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TR,31,21,584,16543,24756,403,5717,0.10,18.84,0.54%,67.74%
Android,21/07/2022,DK,9,6,21,1512,1799,116,552,0.04,2.33,1.63%,66.67%
Android,21/07/2022,CU,0,0,0,0,113,4,20,0.00,0.00,0.00%,0.00%
Android,21/07/2022,TN,1,1,24,593,2743,444,842,0.03,24.00,0.12%,100.00%
iOS,21/07/2022,BB,0,0,0,61,110,1,29,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AM,0,0,0,223,342,19,106,0.00,0.00,0.00%,0.00%
Android,21/07/2022,JM,0,0,0,298,1040,175,326,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BY,0,0,0,788,870,41,198,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SR,0,0,0,24,17,2,16,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,LT,0,0,0,470,556,14,157,0.00,0.00,0.00%,0.00%
Android,21/07/2022,DM,0,0,0,4,10,0,7,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,QA,2,0,8,456,736,50,230,0.03,4.00,0.87%,0.00%
iOS,21/07/2022,RS,2,0,14,1136,1312,0,312,0.04,7.00,0.64%,0.00%
iOS,21/07/2022,US,921,436,6574,154301,215839,9544,65220,0.10,7.14,1.41%,47.34%
Android,21/07/2022,BR,53,24,420,86404,127007,12865,39197,0.01,7.92,0.14%,45.28%
iOS,21/07/2022,PL,4,4,10,3150,3635,115,932,0.01,2.50,0.43%,100.00%
Android,21/07/2022,UY,1,1,2,1480,2880,444,952,0.00,2.00,0.11%,100.00%
Android,21/07/2022,AF,0,0,0,18,59,6,7,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,PY,0,0,0,70,119,8,35,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,CI,1,1,48,8,41,0,11,4.36,48.00,9.09%,100.00%
iOS,21/07/2022,MG,0,0,0,0,13,2,4,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,VN,5,1,34,15448,17683,560,5096,0.01,6.80,0.10%,20.00%
Android,21/07/2022,AZ,0,0,0,596,1578,276,491,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SC,0,0,0,13,73,0,10,0.00,0.00,0.00%,0.00%
Android,21/07/2022,PF,0,0,0,8,32,0,8,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MV,0,0,0,157,116,1,25,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,RE,0,0,0,226,289,0,92,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,FR,63,31,459,21407,23479,1156,6677,0.07,7.29,0.94%,49.21%
iOS,21/07/2022,GR,6,4,40,1849,2446,30,617,0.06,6.67,0.97%,66.67%
iOS,21/07/2022,ZA,3,2,65,1192,1537,48,406,0.16,21.67,0.74%,66.67%
iOS,21/07/2022,MD,0,0,0,260,238,17,80,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NO,10,5,51,2282,2533,142,650,0.08,5.10,1.54%,50.00%
Android,21/07/2022,LY,0,0,0,0,13,5,7,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BH,2,1,5,199,264,30,114,0.04,2.50,1.75%,50.00%
Android,21/07/2022,RU,44,23,482,63739,69986,8284,21425,0.02,10.95,0.21%,52.27%
iOS,21/07/2022,ES,20,12,159,11261,11944,258,3347,0.05,7.95,0.60%,60.00%
iOS,21/07/2022,WS,0,0,0,0,2,0,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,PS,0,0,0,44,61,2,22,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,KE,0,0,0,71,106,5,31,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BT,0,0,0,4,13,0,4,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,JE,2,2,8,74,82,0,35,0.23,4.00,5.71%,100.00%
Android,21/07/2022,SG,8,2,32,1584,2009,61,683,0.05,4.00,1.17%,25.00%
Android,21/07/2022,SE,16,8,215,2821,4201,282,1362,0.16,13.44,1.17%,50.00%
iOS,21/07/2022,YT,0,0,0,2,10,0,4,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TT,0,0,0,190,232,7,77,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,ZW,0,0,0,14,36,1,13,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,CA,61,28,334,14363,20018,1488,5680,0.06,5.48,1.07%,45.90%
Android,21/07/2022,AL,0,0,0,360,841,58,280,0.00,0.00,0.00%,0.00%
Android,21/07/2022,LA,0,0,0,324,614,137,193,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BZ,0,0,0,162,343,31,101,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BJ,0,0,0,0,8,2,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GE,0,0,0,552,946,0,193,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CN,1,1,2,179,1628,23,8014,0.00,2.00,0.01%,100.00%
Android,21/07/2022,PK,0,0,0,1002,5728,793,1433,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BG,2,2,5,2580,3834,264,1205,0.00,2.50,0.17%,100.00%
iOS,21/07/2022,SV,1,0,2,35,118,7,31,0.06,2.00,3.23%,0.00%
iOS,21/07/2022,KG,0,0,0,109,180,5,43,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MW,0,0,0,7,25,0,2,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BG,0,0,0,794,1001,19,269,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MM,0,0,0,199,478,0,113,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GB,78,53,348,14314,17840,1379,6144,0.06,4.46,1.27%,67.95%
Android,21/07/2022,MX,33,15,355,41869,77950,9422,23686,0.01,10.76,0.14%,45.45%
iOS,21/07/2022,AT,8,7,19,1751,2936,83,552,0.03,2.38,1.45%,87.50%
Android,21/07/2022,PH,5,4,12,10249,22058,2359,5341,0.00,2.40,0.09%,80.00%
Android,21/07/2022,HU,7,7,44,5870,6846,590,2240,0.02,6.29,0.31%,100.00%
Android,21/07/2022,MH,0,0,0,14,13,1,5,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AO,0,0,0,2,34,11,14,0.00,0.00,0.00%,0.00%
Android,21/07/2022,DO,0,0,0,1945,4462,658,1474,0.00,0.00,0.00%,0.00%
Android,21/07/2022,HK,11,7,75,4762,3649,104,1134,0.07,6.82,0.97%,63.64%
Android,21/07/2022,TR,24,14,812,19656,40308,12617,15290,0.05,33.83,0.16%,58.33%
iOS,21/07/2022,GT,0,0,0,162,383,18,72,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,IM,0,0,0,46,56,0,19,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BB,0,0,0,31,71,0,34,0.00,0.00,0.00%,0.00%
Android,21/07/2022,DJ,1,1,6,0,23,0,5,1.20,6.00,20.00%,100.00%
Android,21/07/2022,AU,27,20,187,6398,7608,490,2369,0.08,6.93,1.14%,74.07%
iOS,21/07/2022,PT,1,0,2,1328,1873,36,426,0.00,2.00,0.23%,0.00%
Android,21/07/2022,IQ,0,0,0,109,774,170,142,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SI,1,1,2,1554,1398,96,446,0.00,2.00,0.22%,100.00%
Android,21/07/2022,DE,102,55,502,32646,31319,2374,10511,0.05,4.92,0.97%,53.92%
iOS,21/07/2022,AL,0,0,0,538,564,25,138,0.00,0.00,0.00%,0.00%
Android,21/07/2022,IT,30,18,186,26393,31280,2440,10364,0.02,6.20,0.29%,60.00%
iOS,21/07/2022,TW,76,40,228,17927,10901,466,3115,0.07,3.00,2.44%,52.63%
iOS,21/07/2022,NZ,4,2,10,2726,2932,84,870,0.01,2.50,0.46%,50.00%
Android,21/07/2022,PW,0,0,0,0,16,0,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TH,33,19,206,9866,10526,232,2939,0.07,6.24,1.12%,57.58%
iOS,21/07/2022,CU,0,0,0,0,113,0,8,0.00,0.00,0.00%,0.00%
Android,21/07/2022,FJ,0,0,0,11,80,16,23,0.00,0.00,0.00%,0.00%
Android,21/07/2022,PE,4,3,10,6617,11172,1105,3079,0.00,2.50,0.13%,75.00%
Android,21/07/2022,FR,67,40,760,31926,32784,2497,10069,0.08,11.34,0.67%,59.70%
Android,21/07/2022,JO,0,0,0,836,1666,450,547,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AM,0,0,0,426,830,142,301,0.00,0.00,0.00%,0.00%
Android,21/07/2022,JE,1,0,2,6,14,0,6,0.33,2.00,16.67%,0.00%
Android,21/07/2022,BW,0,0,0,2,42,1,11,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,VC,0,0,0,14,34,0,11,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AW,0,0,0,143,148,0,30,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CW,0,0,0,10,34,0,14,0.00,0.00,0.00%,0.00%
Android,21/07/2022,HN,0,0,0,574,1780,271,559,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BA,0,0,0,226,336,0,85,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,OM,1,1,2,323,438,30,95,0.02,2.00,1.05%,100.00%
iOS,21/07/2022,PR,2,1,36,564,904,0,257,0.14,18.00,0.78%,50.00%
Android,21/07/2022,MY,13,10,35,6720,9743,739,3158,0.01,2.69,0.41%,76.92%
Android,21/07/2022,IN,4,3,35,9683,16469,1262,5333,0.01,8.75,0.08%,75.00%
Android,21/07/2022,PY,0,0,0,440,1422,140,389,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MZ,0,0,0,0,20,5,10,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,KH,1,0,2,335,859,42,227,0.01,2.00,0.44%,0.00%
Android,21/07/2022,KY,0,0,0,32,92,0,13,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BE,5,3,12,1808,2740,127,841,0.01,2.40,0.59%,60.00%
Android,21/07/2022,ZW,0,0,0,4,41,10,16,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AG,1,0,2,16,46,0,16,0.13,2.00,6.25%,0.00%
iOS,21/07/2022,PK,0,0,0,655,1249,47,289,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,PA,0,0,0,217,278,16,65,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GA,0,0,0,5,37,10,18,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CA,41,22,472,11750,11087,782,3481,0.14,11.51,1.18%,53.66%
Android,21/07/2022,CZ,3,1,7,5113,6976,634,2164,0.00,2.33,0.14%,33.33%
Android,21/07/2022,YE,0,0,0,2,42,40,17,0.00,0.00,0.00%,0.00%
Android,21/07/2022,UG,0,0,0,5,8,0,4,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GY,0,0,0,31,55,4,8,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,FJ,1,1,6,11,32,4,14,0.43,6.00,7.14%,100.00%
iOS,21/07/2022,FO,0,0,0,54,22,0,12,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MM,0,0,0,28,178,7,44,0.00,0.00,0.00%,0.00%
Android,21/07/2022,EE,1,0,26,436,642,50,223,0.12,26.00,0.45%,0.00%
iOS,21/07/2022,AR,0,0,0,930,1376,176,434,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MZ,0,0,0,12,29,1,5,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AT,13,4,229,3724,3931,343,1286,0.18,17.62,1.01%,30.77%
Android,21/07/2022,LT,0,0,0,1639,2087,124,680,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AE,9,5,35,3966,3740,294,1091,0.03,3.89,0.82%,55.56%
Android,21/07/2022,BD,0,0,0,932,3223,732,1045,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BN,1,1,2,158,318,4,72,0.03,2.00,1.39%,100.00%
iOS,21/07/2022,ID,1,1,60,2681,3655,102,942,0.06,60.00,0.11%,100.00%
Android,21/07/2022,BS,1,1,6,144,604,47,150,0.04,6.00,0.67%,100.00%
Android,21/07/2022,AE,3,3,17,1836,2330,380,799,0.02,5.67,0.38%,100.00%
iOS,21/07/2022,ML,0,0,0,0,5,1,2,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NP,0,0,0,317,1272,287,394,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BH,0,0,0,282,320,86,140,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MD,0,0,0,1088,1693,256,706,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TC,0,0,0,58,31,0,10,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MV,1,1,60,95,227,0,65,0.92,60.00,1.54%,100.00%
iOS,21/07/2022,KR,93,46,586,17812,14384,355,4169,0.14,6.30,2.23%,49.46%
Android,21/07/2022,VI,0,0,0,23,41,1,12,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GA,0,0,0,5,24,0,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,EC,0,0,0,756,976,62,229,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BZ,0,0,0,11,22,0,12,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,HU,5,2,12,1902,2174,70,583,0.02,2.40,0.86%,40.00%
Android,21/07/2022,SX,0,0,0,2,12,0,4,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CR,1,0,2,1762,3308,409,1042,0.00,2.00,0.10%,0.00%
iOS,21/07/2022,CO,1,1,2,1368,1747,109,442,0.00,2.00,0.23%,100.00%
iOS,21/07/2022,AD,0,0,0,19,14,0,4,0.00,0.00,0.00%,0.00%
Android,21/07/2022,VE,0,0,0,773,3034,246,804,0.00,0.00,0.00%,0.00%
Android,21/07/2022,KW,2,1,14,347,587,124,206,0.07,7.00,0.97%,50.00%
iOS,21/07/2022,VI,0,0,0,96,89,0,19,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TM,0,0,0,0,118,4,23,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,DK,14,8,139,3988,3538,152,1174,0.12,9.93,1.19%,57.14%
Android,21/07/2022,EC,5,3,19,5173,11014,1158,3017,0.01,3.80,0.17%,60.00%
iOS,21/07/2022,BS,1,0,18,150,254,0,54,0.33,18.00,1.85%,0.00%
Android,21/07/2022,FI,6,3,18,2831,2820,133,902,0.02,3.00,0.67%,50.00%
iOS,21/07/2022,KZ,0,0,0,1531,2222,67,487,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GT,2,1,98,637,2002,202,536,0.18,49.00,0.37%,50.00%
Android,21/07/2022,MQ,0,0,0,48,97,2,31,0.00,0.00,0.00%,0.00%
Android,21/07/2022,KM,0,0,0,0,5,0,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NG,0,0,0,133,575,70,107,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MK,0,0,0,270,668,47,224,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SK,1,1,2,2156,3571,263,1014,0.00,2.00,0.10%,100.00%
Android,21/07/2022,DZ,0,0,0,1253,4837,875,1362,0.00,0.00,0.00%,0.00%
Android,21/07/2022,OM,0,0,0,310,409,199,160,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,NI,0,0,0,50,110,17,30,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,KY,0,0,0,52,58,1,24,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MT,1,1,2,160,246,6,64,0.03,2.00,1.56%,100.00%
Android,21/07/2022,BA,0,0,0,641,1268,113,443,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AW,0,0,0,53,84,10,31,0.00,0.00,0.00%,0.00%
Android,21/07/2022,FO,0,0,0,0,14,0,2,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AX,0,0,0,5,7,0,6,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SN,0,0,0,36,109,1,16,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SD,0,0,0,2,62,0,8,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MF,0,0,0,2,8,0,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,IN,3,2,41,1969,3253,92,899,0.05,13.67,0.33%,66.67%
iOS,21/07/2022,VU,0,0,0,0,7,0,1,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,IR,0,0,0,31,3023,0,685,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MO,0,0,0,792,527,1,163,0.00,0.00,0.00%,0.00%
Android,21/07/2022,HR,3,2,7,3380,3936,146,1099,0.01,2.33,0.27%,66.67%
iOS,21/07/2022,PS,0,0,0,154,295,0,82,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MU,0,0,0,468,925,84,300,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,LV,0,0,0,271,392,13,116,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,FI,2,1,5,682,785,30,269,0.02,2.50,0.74%,50.00%
iOS,21/07/2022,CG,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,MG,0,0,0,0,40,0,6,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MK,0,0,0,334,452,5,85,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CH,9,4,41,1870,2413,188,671,0.06,4.56,1.34%,44.44%
iOS,21/07/2022,IS,0,0,0,155,235,6,78,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,DZ,0,0,0,222,571,52,134,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,AF,0,0,0,24,157,0,28,0.00,0.00,0.00%,0.00%
Android,21/07/2022,LK,0,0,0,138,436,42,96,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GE,0,0,0,200,283,14,109,0.00,0.00,0.00%,0.00%
Android,21/07/2022,AG,0,0,0,11,79,7,26,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,CH,17,8,120,2650,2701,157,893,0.13,7.06,1.90%,47.06%
Android,21/07/2022,GL,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,GI,0,0,0,43,67,0,23,0.00,0.00,0.00%,0.00%
Android,21/07/2022,IS,0,0,0,222,216,16,67,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SD,0,0,0,0,11,1,6,0.00,0.00,0.00%,0.00%
Android,21/07/2022,LI,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NE,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,UZ,0,0,0,186,427,17,85,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GU,0,0,0,215,257,1,83,0.00,0.00,0.00%,0.00%
Android,21/07/2022,ME,0,0,0,238,343,4,90,0.00,0.00,0.00%,0.00%
Android,21/07/2022,WS,0,0,0,19,6,0,4,0.00,0.00,0.00%,0.00%
Android,21/07/2022,NC,0,0,0,37,46,1,11,0.00,0.00,0.00%,0.00%
Android,21/07/2022,BF,0,0,0,10,29,7,7,0.00,0.00,0.00%,0.00%
Android,21/07/2022,CY,1,1,2,384,715,46,248,0.01,2.00,0.40%,100.00%
Android,21/07/2022,GD,0,0,0,6,14,0,12,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,LK,0,0,0,58,214,1,43,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,LU,1,0,2,138,192,8,62,0.03,2.00,1.61%,0.00%
Android,21/07/2022,KH,0,0,0,316,868,299,360,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,HN,1,0,6,157,342,17,73,0.08,6.00,1.37%,0.00%
Android,21/07/2022,SY,0,0,0,0,385,230,100,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SN,0,0,0,19,187,30,56,0.00,0.00,0.00%,0.00%
Android,21/07/2022,-,0,0,0,47,90,0,35,0.00,0.00,0.00%,0.00%
Android,21/07/2022,SC,0,0,0,0,1,1,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,RW,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,RW,0,0,0,0,4,0,1,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GY,0,0,0,25,54,5,24,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SM,0,0,0,22,14,0,2,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MR,0,0,0,20,22,4,6,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,TJ,0,0,0,32,62,2,12,0.00,0.00,0.00%,0.00%
Android,21/07/2022,ZM,0,0,0,1,10,2,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,NP,0,0,0,145,224,4,46,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,EE,0,0,0,218,239,8,68,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,JO,2,0,5,580,828,66,230,0.02,2.50,0.87%,0.00%
iOS,21/07/2022,BO,1,0,2,193,236,11,44,0.05,2.00,2.27%,0.00%
iOS,21/07/2022,SI,1,1,2,257,266,19,83,0.02,2.00,1.20%,100.00%
iOS,21/07/2022,DM,0,0,0,22,26,0,2,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,MA,2,2,8,425,1080,0,241,0.03,4.00,0.83%,100.00%
iOS,21/07/2022,NG,0,0,0,121,346,11,41,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,BQ,0,0,0,1,20,0,5,0.00,0.00,0.00%,0.00%
iOS,21/07/2022,SK,2,1,8,870,1048,52,247,0.03,4.00,0.81%,50.00%
Android,21/07/2022,TG,0,0,0,1,61,5,7,0.00,0.00,0.00%,0.00%
Android,21/07/2022,GI,0,0,0,10,10,0,2,0.00,0.00,0.00%,0.00%
