Platform,Date,Country,Spenders,Conversions (1st spends),IAP revenue,Ad views,Sessions,Downloads,DAU,ARPDAU ,ARPPU,Daily Conversion Rate,1st Spends Conversion Rate
Android,03/06/2022,YE,0,0,0,0,38,6,11,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,DM,0,0,0,2,1,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,ET,0,0,0,5,13,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,DM,0,0,0,4,1,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GP,0,0,0,16,59,0,16,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,MZ,0,0,0,2,8,2,4,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,JM,0,0,0,30,132,0,37,0.00,0.00,0.00%,0.00%
Android,03/06/2022,MR,0,0,0,0,11,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,-,0,0,0,38,84,0,23,0.00,0.00,0.00%,0.00%
Android,03/06/2022,NG,0,0,0,50,214,24,43,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,IS,0,0,0,110,168,1,47,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,VE,0,0,0,174,553,5,90,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,KG,0,0,0,76,118,1,23,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,WS,0,0,0,5,24,0,4,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,LK,0,0,0,50,281,6,32,0.00,0.00,0.00%,0.00%
Android,03/06/2022,CI,0,0,0,56,100,7,28,0.00,0.00,0.00%,0.00%
Android,03/06/2022,MV,0,0,0,31,38,1,20,0.00,0.00,0.00%,0.00%
Android,03/06/2022,SN,0,0,0,7,41,6,11,0.00,0.00,0.00%,0.00%
Android,03/06/2022,ZM,0,0,0,1,16,2,5,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,LS,0,0,0,5,7,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,LK,0,0,0,120,420,16,71,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,MH,0,0,0,2,25,0,7,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,LA,0,0,0,54,172,7,48,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,AO,0,0,0,10,28,1,8,0.00,0.00,0.00%,0.00%
Android,03/06/2022,IR,0,0,0,2,641,22,120,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,JO,0,0,0,154,390,6,106,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CI,0,0,0,12,41,0,11,0.00,0.00,0.00%,0.00%
Android,03/06/2022,UG,0,0,0,8,19,0,5,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GA,0,0,0,5,20,0,5,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,KY,0,0,0,18,47,0,11,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CW,0,0,0,95,62,0,12,0.00,0.00,0.00%,0.00%
Android,03/06/2022,MQ,0,0,0,20,80,0,20,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,NE,0,0,0,0,28,0,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GL,0,0,0,30,44,0,8,0.00,0.00,0.00%,0.00%
Android,03/06/2022,TZ,0,0,0,58,26,1,8,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,BB,0,0,0,58,64,1,12,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,TC,0,0,0,2,10,1,6,0.00,0.00,0.00%,0.00%
Android,03/06/2022,AG,0,0,0,7,38,2,13,0.00,0.00,0.00%,0.00%
Android,03/06/2022,JE,0,0,0,0,4,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GD,0,0,0,7,10,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,GU,1,1,30,41,157,0,42,0.71,30.00,2.38%,100.00%
iOS,03/06/2022,BM,0,0,0,41,136,0,17,0.00,0.00,0.00%,0.00%
Android,03/06/2022,BB,0,0,0,8,59,0,19,0.00,0.00,0.00%,0.00%
Android,03/06/2022,TG,0,0,0,5,16,0,5,0.00,0.00,0.00%,0.00%
Android,03/06/2022,PF,0,0,0,23,56,0,5,0.00,0.00,0.00%,0.00%
Android,03/06/2022,LY,0,0,0,1,16,4,6,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SC,0,0,0,67,54,0,8,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SY,0,0,0,1,208,0,52,0.00,0.00,0.00%,0.00%
Android,03/06/2022,VC,0,0,0,6,16,0,7,0.00,0.00,0.00%,0.00%
Android,03/06/2022,HT,0,0,0,2,6,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SD,0,0,0,0,32,0,4,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CK,0,0,0,0,4,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CU,0,0,0,0,170,0,7,0.00,0.00,0.00%,0.00%
Android,03/06/2022,AW,0,0,0,40,50,2,16,0.00,0.00,0.00%,0.00%
Android,03/06/2022,LC,0,0,0,2,8,0,6,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,FO,0,0,0,1,12,0,8,0.00,0.00,0.00%,0.00%
Android,03/06/2022,SD,0,0,0,0,19,1,6,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SL,0,0,0,0,5,1,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SV,0,0,0,26,77,0,18,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,AD,0,0,0,0,11,0,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,ZW,0,0,0,0,6,1,4,0.00,0.00,0.00%,0.00%
Android,03/06/2022,BN,0,0,0,36,132,2,26,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,SO,0,0,0,7,11,0,4,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CG,0,0,0,1,1,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,ZW,0,0,0,17,59,0,6,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,LC,0,0,0,2,18,0,5,0.00,0.00,0.00%,0.00%
Android,03/06/2022,GF,0,0,0,72,38,0,11,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GF,0,0,0,18,19,0,7,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,ML,0,0,0,1,2,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,NC,0,0,0,22,56,0,18,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,MF,0,0,0,10,10,0,4,0.00,0.00,0.00%,0.00%
Android,03/06/2022,GG,0,0,0,7,5,0,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,AI,0,0,0,0,4,2,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,BT,0,0,0,2,1,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,TJ,0,0,0,47,82,1,11,0.00,0.00,0.00%,0.00%
Android,03/06/2022,YT,0,0,0,0,2,0,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,LI,0,0,0,1,6,0,5,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,BW,0,0,0,0,4,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,MF,0,0,0,10,4,0,2,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,HT,0,0,0,1,4,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,GY,0,0,0,10,62,0,10,0.00,0.00,0.00%,0.00%
Android,03/06/2022,FO,0,0,0,1,1,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,SC,0,0,0,14,14,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,SX,0,0,0,6,25,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,RW,0,0,0,0,4,0,1,0.00,0.00,0.00%,0.00%
Android,03/06/2022,AD,0,0,0,4,12,1,4,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CV,0,0,0,5,14,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,VI,0,0,0,4,2,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,MH,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,GN,0,0,0,4,46,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,CD,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,03/06/2022,FM,0,0,0,0,8,0,2,0.00,0.00,0.00%,0.00%
Android,03/06/2022,VI,0,0,0,4,12,0,4,0.00,0.00,0.00%,0.00%
Android,03/06/2022,IO,0,0,0,5,6,0,1,0.00,0.00,0.00%,0.00%
Android,04/06/2022,CA,14,5,462,10908,9106,306,2708,0.17,33.00,0.52%,35.71%
Android,04/06/2022,BR,26,19,612,55340,75635,3727,20146,0.03,23.54,0.13%,73.08%
iOS,04/06/2022,TH,4,3,108,5981,7619,262,2170,0.05,27.00,0.18%,75.00%
iOS,04/06/2022,DE,9,3,168,10489,12224,408,3376,0.05,18.67,0.27%,33.33%
Android,04/06/2022,FR,15,7,324,24149,23332,974,6912,0.05,21.60,0.22%,46.67%
Android,04/06/2022,SI,0,0,0,706,1098,54,323,0.00,0.00,0.00%,0.00%
Android,04/06/2022,VN,0,0,0,30139,32642,3846,11579,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,CA,23,15,780,11106,16148,500,4768,0.16,33.91,0.48%,65.22%
iOS,04/06/2022,AT,2,0,30,1169,1262,35,413,0.07,15.00,0.48%,0.00%
iOS,04/06/2022,KR,12,3,276,11441,8051,242,2195,0.13,23.00,0.55%,25.00%
Android,04/06/2022,JP,26,14,924,45334,20756,641,6408,0.14,35.54,0.41%,53.85%
iOS,04/06/2022,PH,1,0,24,5905,10192,350,1912,0.01,24.00,0.05%,0.00%
iOS,04/06/2022,DK,8,5,120,3101,2773,102,990,0.12,15.00,0.81%,62.50%
iOS,04/06/2022,IT,6,4,306,6614,8628,230,2878,0.11,51.00,0.21%,66.67%
Android,04/06/2022,TH,2,2,36,22944,25811,2176,7537,0.00,18.00,0.03%,100.00%
iOS,04/06/2022,ID,0,0,0,3546,4152,154,1024,0.00,0.00,0.00%,0.00%
Android,04/06/2022,AT,4,2,90,2921,2752,133,880,0.10,22.50,0.45%,50.00%
iOS,04/06/2022,ES,1,0,24,5290,6164,191,1957,0.01,24.00,0.05%,0.00%
iOS,04/06/2022,NZ,8,5,162,2783,2982,62,860,0.19,20.25,0.93%,62.50%
Android,04/06/2022,CZ,2,2,24,3305,4308,271,1355,0.02,12.00,0.15%,100.00%
Android,04/06/2022,GR,4,4,48,3959,3844,186,1174,0.04,12.00,0.34%,100.00%
iOS,04/06/2022,IQ,0,0,0,673,1918,0,401,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,VN,1,1,24,9467,14340,986,4258,0.01,24.00,0.02%,100.00%
Android,04/06/2022,CR,0,0,0,1814,2843,150,620,0.00,0.00,0.00%,0.00%
Android,04/06/2022,CO,0,0,0,8250,15210,1031,4139,0.00,0.00,0.00%,0.00%
Android,04/06/2022,EC,1,1,6,3421,7945,481,1886,0.00,6.00,0.05%,100.00%
iOS,04/06/2022,MX,4,2,66,6667,9890,298,2555,0.03,16.50,0.16%,50.00%
Android,04/06/2022,AL,0,0,0,229,444,26,139,0.00,0.00,0.00%,0.00%
Android,04/06/2022,CN,0,0,0,217,1697,23,2504,0.00,0.00,0.00%,0.00%
Android,04/06/2022,IE,0,0,0,1058,1512,65,466,0.00,0.00,0.00%,0.00%
Android,04/06/2022,OM,1,1,6,168,382,52,107,0.06,6.00,0.93%,100.00%
Android,04/06/2022,KE,0,0,0,60,314,29,91,0.00,0.00,0.00%,0.00%
Android,04/06/2022,NL,4,3,84,4427,4085,244,1477,0.06,21.00,0.27%,75.00%
iOS,04/06/2022,BE,4,3,126,1903,2225,92,724,0.17,31.50,0.55%,75.00%
iOS,04/06/2022,EC,2,2,30,448,1175,13,199,0.15,15.00,1.01%,100.00%
iOS,04/06/2022,TR,3,1,36,5941,7872,367,2309,0.02,12.00,0.13%,33.33%
Android,04/06/2022,GT,0,0,0,580,1472,82,376,0.00,0.00,0.00%,0.00%
Android,04/06/2022,IR,0,0,0,2,541,20,118,0.00,0.00,0.00%,0.00%
Android,04/06/2022,NP,0,0,0,698,1075,110,305,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,LU,0,0,0,136,162,4,44,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,RS,0,0,0,254,421,0,122,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,FR,14,4,396,11077,13064,470,3967,0.10,28.29,0.35%,28.57%
Android,04/06/2022,AR,2,1,90,10153,17148,1003,4786,0.02,45.00,0.04%,50.00%
Android,04/06/2022,MT,0,0,0,216,350,5,90,0.00,0.00,0.00%,0.00%
Android,04/06/2022,BY,0,0,0,2501,3187,196,922,0.00,0.00,0.00%,0.00%
Android,04/06/2022,ZA,4,2,96,2386,4697,238,1070,0.09,24.00,0.37%,50.00%
Android,04/06/2022,AE,2,2,36,2069,1748,103,521,0.07,18.00,0.38%,100.00%
iOS,04/06/2022,IL,2,1,36,772,1243,28,428,0.08,18.00,0.47%,50.00%
Android,04/06/2022,PE,1,1,24,7367,10180,502,2466,0.01,24.00,0.04%,100.00%
Android,04/06/2022,PA,0,0,0,898,1626,90,372,0.00,0.00,0.00%,0.00%
Android,04/06/2022,VE,1,0,300,619,2201,88,533,0.56,300.00,0.19%,0.00%
iOS,04/06/2022,CR,2,1,48,344,360,5,103,0.47,24.00,1.94%,50.00%
Android,04/06/2022,HN,0,0,0,376,1205,80,330,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MA,0,0,0,1157,1838,175,452,0.00,0.00,0.00%,0.00%
Android,04/06/2022,KH,0,0,0,457,904,98,238,0.00,0.00,0.00%,0.00%
Android,04/06/2022,LI,0,0,0,0,6,1,1,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BN,0,0,0,85,210,10,62,0.00,0.00,0.00%,0.00%
Android,04/06/2022,PH,1,1,24,11274,23416,1378,4854,0.00,24.00,0.02%,100.00%
Android,04/06/2022,KG,0,0,0,503,842,44,174,0.00,0.00,0.00%,0.00%
Android,04/06/2022,HU,1,1,24,4771,4703,240,1337,0.02,24.00,0.07%,100.00%
iOS,04/06/2022,KZ,0,0,0,1008,1698,42,448,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,AZ,0,0,0,161,428,20,125,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MU,0,0,0,228,749,34,175,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,TT,0,0,0,103,162,4,59,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,HK,5,2,108,4356,3661,91,1055,0.10,21.60,0.47%,40.00%
iOS,04/06/2022,CI,0,0,0,6,47,0,13,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MQ,0,0,0,38,125,0,30,0.00,0.00,0.00%,0.00%
Android,04/06/2022,TN,0,0,0,335,1039,83,293,0.00,0.00,0.00%,0.00%
Android,04/06/2022,UY,0,0,0,691,1524,102,468,0.00,0.00,0.00%,0.00%
Android,04/06/2022,HR,2,2,48,1254,1920,86,590,0.08,24.00,0.34%,100.00%
iOS,04/06/2022,DZ,0,0,0,73,185,7,55,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,SG,2,0,84,2152,2597,80,780,0.11,42.00,0.26%,0.00%
iOS,04/06/2022,NC,0,0,0,43,84,0,29,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,SV,0,0,0,89,131,6,24,0.00,0.00,0.00%,0.00%
Android,04/06/2022,TJ,0,0,0,7,77,1,13,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,VI,0,0,0,12,50,0,12,0.00,0.00,0.00%,0.00%
Android,04/06/2022,BZ,0,0,0,74,144,12,42,0.00,0.00,0.00%,0.00%
Android,04/06/2022,YE,0,0,0,1,53,10,12,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,SK,1,0,6,233,566,18,127,0.05,6.00,0.79%,0.00%
Android,04/06/2022,BE,3,1,90,3972,3704,223,1230,0.07,30.00,0.24%,33.33%
iOS,04/06/2022,VE,0,0,0,168,508,7,116,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,MM,0,0,0,214,385,0,85,0.00,0.00,0.00%,0.00%
Android,04/06/2022,NZ,2,2,48,1847,2060,112,660,0.07,24.00,0.30%,100.00%
Android,04/06/2022,LT,1,1,24,1031,1291,89,432,0.06,24.00,0.23%,100.00%
Android,04/06/2022,DO,0,0,0,1238,3000,182,720,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,NG,0,0,0,42,100,7,26,0.00,0.00,0.00%,0.00%
Android,04/06/2022,UZ,0,0,0,112,467,31,100,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,RO,1,0,24,490,794,41,241,0.10,24.00,0.41%,0.00%
Android,04/06/2022,SR,0,0,0,6,31,0,7,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BA,0,0,0,28,97,0,28,0.00,0.00,0.00%,0.00%
Android,04/06/2022,CY,0,0,0,337,522,28,155,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,EE,0,0,0,95,223,4,50,0.00,0.00,0.00%,0.00%
Android,04/06/2022,RW,0,0,0,0,8,1,1,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,PE,0,0,0,676,730,10,161,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BZ,0,0,0,28,70,2,25,0.00,0.00,0.00%,0.00%
Android,04/06/2022,LC,0,0,0,4,20,0,8,0.00,0.00,0.00%,0.00%
Android,04/06/2022,GA,0,0,0,12,34,4,7,0.00,0.00,0.00%,0.00%
Android,04/06/2022,GH,0,0,0,35,92,2,18,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MD,0,0,0,462,649,58,223,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BS,0,0,0,59,156,1,46,0.00,0.00,0.00%,0.00%
Android,04/06/2022,BA,0,0,0,206,520,44,193,0.00,0.00,0.00%,0.00%
Android,04/06/2022,IT,6,3,294,18487,19608,950,6276,0.05,49.00,0.10%,50.00%
iOS,04/06/2022,US,354,171,9636,109644,167686,4320,51365,0.19,27.22,0.69%,48.31%
iOS,04/06/2022,CN,95,56,3612,159469,142564,5762,45139,0.08,38.02,0.21%,58.95%
iOS,04/06/2022,PS,0,0,0,47,148,0,47,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BY,0,0,0,305,388,12,134,0.00,0.00,0.00%,0.00%
Android,04/06/2022,IL,1,1,48,2980,3055,174,1129,0.04,48.00,0.09%,100.00%
iOS,04/06/2022,MA,0,0,0,242,443,0,113,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,GM,0,0,0,0,6,0,2,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,MN,0,0,0,154,414,14,95,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MY,0,0,0,11111,13128,653,3382,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,RU,5,0,78,18425,16968,686,4410,0.02,15.60,0.11%,0.00%
Android,04/06/2022,EE,1,0,24,271,406,25,145,0.17,24.00,0.69%,0.00%
Android,04/06/2022,GE,0,0,0,126,220,6,53,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,SX,0,0,0,46,60,0,12,0.00,0.00,0.00%,0.00%
Android,04/06/2022,JM,0,0,0,238,484,41,157,0.00,0.00,0.00%,0.00%
Android,04/06/2022,LU,0,0,0,144,186,5,66,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,JP,58,33,1872,60128,49730,730,14668,0.13,32.28,0.40%,56.90%
iOS,04/06/2022,CW,0,0,0,127,98,0,25,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,GU,1,0,120,103,194,0,64,1.88,120.00,1.56%,0.00%
Android,04/06/2022,PR,1,0,24,290,817,23,217,0.11,24.00,0.46%,0.00%
Android,04/06/2022,BG,0,0,0,1637,1873,136,631,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,FI,0,0,0,572,481,14,172,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,CZ,1,0,24,668,1076,49,312,0.08,24.00,0.32%,0.00%
iOS,04/06/2022,MU,0,0,0,74,145,2,26,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,PR,0,0,0,247,444,0,130,0.00,0.00,0.00%,0.00%
Android,04/06/2022,DE,19,11,408,29378,23389,1076,7030,0.06,21.47,0.27%,57.89%
Android,04/06/2022,SE,0,0,0,2530,2998,156,954,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BR,8,4,198,8893,9196,263,2634,0.08,24.75,0.30%,50.00%
Android,04/06/2022,LK,0,0,0,132,522,20,94,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,QA,2,2,30,558,806,16,235,0.13,15.00,0.85%,100.00%
iOS,04/06/2022,NI,0,0,0,35,70,4,24,0.00,0.00,0.00%,0.00%
Android,04/06/2022,NA,0,0,0,13,61,5,22,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BO,0,0,0,34,104,4,29,0.00,0.00,0.00%,0.00%
Android,04/06/2022,KR,33,16,2208,72097,34020,2045,11669,0.19,66.91,0.28%,48.48%
iOS,04/06/2022,JO,0,0,0,190,288,20,101,0.00,0.00,0.00%,0.00%
Android,04/06/2022,PT,0,0,0,2524,2756,182,869,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,CO,0,0,0,1098,1464,41,364,0.00,0.00,0.00%,0.00%
Android,04/06/2022,PL,3,0,66,10884,11080,637,3268,0.02,22.00,0.09%,0.00%
iOS,04/06/2022,TN,0,0,0,122,179,2,41,0.00,0.00,0.00%,0.00%
Android,04/06/2022,NG,0,0,0,58,353,25,62,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,AW,0,0,0,144,126,0,25,0.00,0.00,0.00%,0.00%
Android,04/06/2022,US,185,94,5772,111475,119014,4619,35051,0.16,31.20,0.53%,50.81%
Android,04/06/2022,AW,0,0,0,28,64,5,22,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,AE,9,5,252,2408,3640,120,1088,0.23,28.00,0.83%,55.56%
iOS,04/06/2022,BD,0,0,0,244,403,0,96,0.00,0.00,0.00%,0.00%
Android,04/06/2022,FI,1,0,24,3337,2131,112,630,0.04,24.00,0.16%,0.00%
iOS,04/06/2022,MW,0,0,0,6,5,0,2,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,SE,6,3,108,3936,4806,188,1655,0.07,18.00,0.36%,50.00%
Android,04/06/2022,CL,0,0,0,7579,10847,726,3024,0.00,0.00,0.00%,0.00%
Android,04/06/2022,BS,1,0,24,101,263,17,74,0.32,24.00,1.35%,0.00%
Android,04/06/2022,MK,0,0,0,307,407,22,120,0.00,0.00,0.00%,0.00%
Android,04/06/2022,AM,0,0,0,478,720,29,155,0.00,0.00,0.00%,0.00%
Android,04/06/2022,GB,13,3,252,12622,15475,474,4651,0.05,19.38,0.28%,23.08%
iOS,04/06/2022,NO,6,5,114,2948,2998,84,913,0.12,19.00,0.66%,83.33%
Android,04/06/2022,ES,5,1,72,17256,19109,1003,6458,0.01,14.40,0.08%,20.00%
iOS,04/06/2022,GB,37,22,690,16915,26484,846,7606,0.09,18.65,0.49%,59.46%
iOS,04/06/2022,BG,0,0,0,182,356,10,102,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,LV,0,0,0,70,172,4,60,0.00,0.00,0.00%,0.00%
Android,04/06/2022,TW,3,1,54,11646,6258,332,1956,0.03,18.00,0.15%,33.33%
Android,04/06/2022,MX,14,6,306,27958,50156,2743,12527,0.02,21.86,0.11%,42.86%
iOS,04/06/2022,SA,3,0,72,2470,4094,155,1260,0.06,24.00,0.24%,0.00%
iOS,04/06/2022,NP,0,0,0,72,214,14,70,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,UA,0,0,0,2725,3296,73,868,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,OM,0,0,0,206,196,12,60,0.00,0.00,0.00%,0.00%
Android,04/06/2022,SG,1,0,24,2622,2200,71,708,0.03,24.00,0.14%,0.00%
Android,04/06/2022,ID,5,3,138,28386,42539,2558,9540,0.01,27.60,0.05%,60.00%
iOS,04/06/2022,MY,3,1,54,3535,4900,142,1248,0.04,18.00,0.24%,33.33%
iOS,04/06/2022,AU,24,12,480,12366,19054,497,5954,0.08,20.00,0.40%,50.00%
Android,04/06/2022,UA,0,0,0,10190,12131,755,3582,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,TW,12,5,384,13540,8162,248,2203,0.17,32.00,0.54%,41.67%
iOS,04/06/2022,NF,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,MV,0,0,0,235,294,0,68,0.00,0.00,0.00%,0.00%
Android,04/06/2022,GD,0,0,0,2,18,0,7,0.00,0.00,0.00%,0.00%
Android,04/06/2022,EG,0,0,0,2360,5261,450,1235,0.00,0.00,0.00%,0.00%
Android,04/06/2022,RU,11,5,216,44802,43516,2860,11260,0.02,19.64,0.10%,45.45%
iOS,04/06/2022,HN,0,0,0,83,176,7,47,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,HR,0,0,0,278,361,13,100,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,FO,0,0,0,4,17,0,10,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,IN,1,0,24,1735,2550,115,668,0.04,24.00,0.15%,0.00%
Android,04/06/2022,AU,9,5,186,5676,7360,290,2210,0.08,20.67,0.41%,55.56%
iOS,04/06/2022,AG,0,0,0,2,18,0,8,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,AO,0,0,0,31,46,1,14,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,GI,0,0,0,19,49,0,17,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MP,0,0,0,2,2,0,2,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,AL,0,0,0,125,256,10,82,0.00,0.00,0.00%,0.00%
Android,04/06/2022,FJ,0,0,0,20,101,4,22,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,FJ,0,0,0,26,46,0,13,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,CH,1,1,24,2855,2707,89,817,0.03,24.00,0.12%,100.00%
iOS,04/06/2022,SM,0,0,0,12,6,0,1,0.00,0.00,0.00%,0.00%
Android,04/06/2022,SC,0,0,0,0,1,0,1,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,BQ,0,0,0,7,5,0,4,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,PY,0,0,0,31,70,2,18,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,LA,0,0,0,53,186,2,43,0.00,0.00,0.00%,0.00%
Android,04/06/2022,IN,0,0,0,11497,18785,1432,5027,0.00,0.00,0.00%,0.00%
Android,04/06/2022,TM,0,0,0,0,161,8,25,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,PL,0,0,0,932,1314,65,413,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MM,0,0,0,10,130,6,22,0.00,0.00,0.00%,0.00%
Android,04/06/2022,TZ,0,0,0,11,26,5,12,0.00,0.00,0.00%,0.00%
Android,04/06/2022,CH,1,1,12,1842,1558,56,548,0.02,12.00,0.18%,100.00%
Android,04/06/2022,IQ,0,0,0,113,451,40,116,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,NA,0,0,0,7,30,1,8,0.00,0.00,0.00%,0.00%
Android,04/06/2022,LV,0,0,0,564,564,35,205,0.00,0.00,0.00%,0.00%
iOS,04/06/2022,HT,0,0,0,10,17,0,5,0.00,0.00,0.00%,0.00%
Android,04/06/2022,MF,0,0,0,0,10,0,2,0.00,0.00,0.00%,0.00%
